Id,FirstName,LastName,Email,Source,Created,Summary,Phone,ApplicationTitle,ApplicationStatus,ApplicationType,ApplicationSource,ApplicationCreated,Shortlisted,AiQualification,LevelTitle,AutomatedScore,ManualScore
92,"Christopher","White","christopher_white_88@gmail.com","Manual Entry",2024-05-10 10:16:33,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:33",False,2,Qualified,7.33,0.00
91,"Christopher","White","christopher_white_85@gmail.com","Manual Entry",2024-05-10 10:16:33,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:33",False,2,Qualified,7.33,0.00
90,"Christopher","White","christopher_white_84@gmail.com","Manual Entry",2024-05-10 10:16:33,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:33",False,2,Qualified,7.33,0.00
89,"Christopher","White","christopher_white_80@gmail.com","Manual Entry",2024-05-10 10:16:30,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:30",False,2,Qualified,7.33,0.00
88,"Christopher","White","christopher_white_71@gmail.com","Manual Entry",2024-05-10 10:16:25,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:25",False,2,Qualified,6.77,0.00
87,"Christopher","White","christopher_white_56@gmail.com","Manual Entry",2024-05-10 10:16:24,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:24",False,2,Qualified,7.33,0.00
86,"Christopher","White","christopher_white_64@gmail.com","Manual Entry",2024-05-10 10:16:24,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:24",False,2,Qualified,7.33,0.00
85,"Christopher","White","christopher_white_51@gmail.com","Manual Entry",2024-05-10 10:16:23,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:23",False,2,Qualified,7.33,0.00
84,"Christopher","White","christopher_white_100@gmail.com","Manual Entry",2024-05-10 10:16:22,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:22",False,2,Qualified,6.77,0.00
83,"Christopher","White","christopher_white_97@gmail.com","Manual Entry",2024-05-10 10:16:20,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:20",False,2,Qualified,7.33,0.00
82,"Christopher","White","christopher_white_96@gmail.com","Manual Entry",2024-05-10 10:16:16,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:16",False,2,Qualified,6.93,0.00
81,"Christopher","White","christopher_white_94@gmail.com","Manual Entry",2024-05-10 10:16:14,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:14",False,2,Qualified,7.33,0.00
80,"Christopher","White","christopher_white_86@gmail.com","Manual Entry",2024-05-10 10:16:14,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:14",False,3,Highly Qualified,9.00,0.00
79,"Christopher","White","christopher_white_81@gmail.com","Manual Entry",2024-05-10 10:16:13,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:13",False,2,Qualified,7.33,0.00
78,"Christopher","White","christopher_white_72@gmail.com","Manual Entry",2024-05-10 10:16:12,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:12",False,3,Highly Qualified,9.17,0.00
77,"Christopher","White","christopher_white_68@gmail.com","Manual Entry",2024-05-10 10:16:09,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:09",False,2,Qualified,7.33,0.00
76,"Christopher","White","christopher_white_60@gmail.com","Manual Entry",2024-05-10 10:16:04,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:04",False,2,Qualified,7.33,0.00
75,"Christopher","White","christopher_white_55@gmail.com","Manual Entry",2024-05-10 10:16:04,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:04",False,2,Qualified,7.67,0.00
74,"Christopher","White","christopher_white_65@gmail.com","Manual Entry",2024-05-10 10:16:03,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:03",False,2,Qualified,7.33,0.00
73,"Christopher","White","christopher_white_61@gmail.com","Manual Entry",2024-05-10 10:16:03,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:03",False,3,Highly Qualified,9.33,0.00
72,"Christopher","White","christopher_white_67@gmail.com","Manual Entry",2024-05-10 10:16:03,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:16:03",False,2,Qualified,7.33,0.00
71,"Christopher","White","christopher_white_89@gmail.com","Manual Entry",2024-05-10 10:15:58,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:58",False,2,Qualified,7.33,0.00
70,"Christopher","White","christopher_white_75@gmail.com","Manual Entry",2024-05-10 10:15:54,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:54",False,2,Qualified,7.33,0.00
69,"Christopher","White","christopher_white_70@gmail.com","Manual Entry",2024-05-10 10:15:53,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:53",False,2,Qualified,7.50,0.00
68,"Christopher","White","christopher_white_66@gmail.com","Manual Entry",2024-05-10 10:15:53,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:53",False,2,Qualified,7.33,0.00
67,"Christopher","White","christopher_white_76@gmail.com","Manual Entry",2024-05-10 10:15:53,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:53",False,2,Qualified,6.93,0.00
66,"Christopher","White","christopher_white_58@gmail.com","Manual Entry",2024-05-10 10:15:52,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:52",False,2,Qualified,7.33,0.00
65,"Christopher","White","christopher_white_57@gmail.com","Manual Entry",2024-05-10 10:15:47,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:47",False,2,Qualified,7.33,0.00
64,"Christopher","White","christopher_white_62@gmail.com","Manual Entry",2024-05-10 10:15:44,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:44",False,3,Highly Qualified,9.00,0.00
63,"Christopher","White","christopher_white_78@gmail.com","Manual Entry",2024-05-10 10:15:44,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:44",False,2,Qualified,6.77,0.00
62,"Christopher","White","christopher_white_53@gmail.com","Manual Entry",2024-05-10 10:15:44,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:44",False,3,Highly Qualified,9.00,0.00
61,"Christopher","White","christopher_white_77@gmail.com","Manual Entry",2024-05-10 10:15:43,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:43",False,2,Qualified,6.77,0.00
60,"Christopher","White","christopher_white_63@gmail.com","Manual Entry",2024-05-10 10:15:42,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:15:42",False,2,Qualified,7.50,0.00
59,"Christopher","White","christopher_white_20@gmail.com","Manual Entry",2024-05-10 10:14:52,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:52",False,2,Qualified,7.33,0.00
58,"Christopher","White","christopher_white_46@gmail.com","Manual Entry",2024-05-10 10:14:48,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:48",False,2,Qualified,7.33,0.00
57,"Christopher","White","christopher_white_45@gmail.com","Manual Entry",2024-05-10 10:14:47,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:47",False,2,Qualified,7.33,0.00
56,"Christopher","White","christopher_white_36@gmail.com","Manual Entry",2024-05-10 10:14:44,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:44",False,2,Qualified,7.50,0.00
55,"Christopher","White","christopher_white_50@gmail.com","Manual Entry",2024-05-10 10:14:43,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:43",False,2,Qualified,7.33,0.00
54,"Christopher","White","christopher_white_49@gmail.com","Manual Entry",2024-05-10 10:14:42,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:42",False,2,Qualified,7.33,0.00
53,"Christopher","White","christopher_white_35@gmail.com","Manual Entry",2024-05-10 10:14:39,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:39",False,2,Qualified,7.33,0.00
52,"Christopher","White","christopher_white_26@gmail.com","Manual Entry",2024-05-10 10:14:38,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:38",False,2,Qualified,7.33,0.00
51,"Christopher","White","christopher_white_18@gmail.com","Manual Entry",2024-05-10 10:14:35,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:35",False,3,Highly Qualified,9.33,0.00
50,"Christopher","White","christopher_white_23@gmail.com","Manual Entry",2024-05-10 10:14:33,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:33",False,2,Qualified,7.33,0.00
49,"Christopher","White","christopher_white_7@gmail.com","Manual Entry",2024-05-10 10:14:32,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:32",False,2,Qualified,7.67,0.00
48,"Christopher","White","christopher_white_4@gmail.com","Manual Entry",2024-05-10 10:14:30,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:30",False,2,Qualified,7.33,0.00
47,"Christopher","White","christopher_white_44@gmail.com","Manual Entry",2024-05-10 10:14:29,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:29",False,3,Highly Qualified,9.00,0.00
46,"Christopher","White","christopher_white_41@gmail.com","Manual Entry",2024-05-10 10:14:27,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:27",False,2,Qualified,7.33,0.00
45,"Christopher","White","christopher_white_39@gmail.com","Manual Entry",2024-05-10 10:14:23,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:23",False,2,Qualified,7.33,0.00
44,"Christopher","White","christopher_white_38@gmail.com","Manual Entry",2024-05-10 10:14:23,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:23",False,2,Qualified,7.33,0.00
43,"Christopher","White","christopher_white_37@gmail.com","Manual Entry",2024-05-10 10:14:22,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:22",False,2,Qualified,7.33,0.00
42,"Christopher","White","christopher_white_34@gmail.com","Manual Entry",2024-05-10 10:14:20,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:20",False,2,Qualified,7.50,0.00
41,"Christopher","White","christopher_white_33@gmail.com","Manual Entry",2024-05-10 10:14:20,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:20",False,2,Qualified,7.33,0.00
40,"Christopher","White","christopher_white_17@gmail.com","Manual Entry",2024-05-10 10:14:19,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:19",False,2,Qualified,7.33,0.00
39,"Christopher","White","christopher_white_14@gmail.com","Manual Entry",2024-05-10 10:14:13,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:13",False,2,Qualified,7.50,0.00
38,"Christopher","White","christopher_white_3@gmail.com","Manual Entry",2024-05-10 10:14:13,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:13",False,2,Qualified,7.50,0.00
37,"Christopher","White","christopher_white_2@gmail.com","Manual Entry",2024-05-10 10:14:12,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:12",False,2,Qualified,7.33,0.00
36,"Christopher","White","christopher_white_43@gmail.com","Manual Entry",2024-05-10 10:14:10,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:10",False,2,Qualified,7.33,0.00
35,"Christopher","White","christopher_white_47@gmail.com","Manual Entry",2024-05-10 10:14:10,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:10",False,2,Qualified,7.33,0.00
34,"Christopher","White","christopher_white_40@gmail.com","Manual Entry",2024-05-10 10:14:08,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:08",False,2,Qualified,7.33,0.00
33,"Christopher","White","christopher_white_32@gmail.com","Manual Entry",2024-05-10 10:14:04,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:04",False,2,Qualified,7.50,0.00
32,"Christopher","White","christopher_white_28@gmail.com","Manual Entry",2024-05-10 10:14:02,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:02",False,3,Highly Qualified,9.17,0.00
31,"Christopher","White","christopher_white_31@gmail.com","Manual Entry",2024-05-10 10:14:01,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:01",False,2,Qualified,7.67,0.00
